what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326034108078
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034108609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326034109781
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326034110265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326034120765
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034122843
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326034124296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034126562
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326034133765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034139062
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034139062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034139968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034141515
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326034143031
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034166546
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326034175156
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034183218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034186625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034189000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034193031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034210156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034214953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034250625
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326034253000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326034254671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034255468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034256515
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034258453
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326034261140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034265718
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326034269250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034281250
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034281265
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326034282781
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034305812
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034313000
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034313046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034315046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034315984
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326034317281
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034338015
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034341046
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034348734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034352625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034353562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034353796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034371656
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034374437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034378875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034380562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034392296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034400375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034401171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034402484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034403328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034409953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034410859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034828687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034831046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034845796
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326034858125
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034859140
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326034861546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034862484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034876046
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034876078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034888312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034900375
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034904312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034910890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034925687
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034925921
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034925968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034931593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034940781
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326034940781
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034941468
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034941500
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034945437
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034945437
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034946531
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326034946531
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1326034948718
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326034949343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326034950109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036628656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036629781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036656484
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326036660265
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326036660578
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326036660656
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326036668984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036669109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036670453
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326036672484
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326036672578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036684750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036735046
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036736484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036741500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036741656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036744109
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036750015
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036750078
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036751687
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036751687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036760953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036761296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036761515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036761828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036762109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036762375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036762656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036763015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036763296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036763437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036763750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326036764500
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326036765546
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326036767171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036775109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036781812
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036781828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1326036788437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1326036788843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326036799312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036800296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036800968
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326036801890
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326036803750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036805906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036816484
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326036822140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326036827031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326036828468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036908281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326036920656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326036927375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326036930718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326036934828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326036936125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326036941156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326036951343
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326036953921
opened,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1326036954156
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1326036954250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326036956734
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326036957953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326036958812
