what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026633734
error,log,,,"Internal Error",1326026634515
error,log,,,"Problems encountered while deleting resources.",1326026634515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026639406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326026639421
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.203.v201109140236,"org.eclipse.wst.ws.service.policy.ui",1326026652687
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1326026652703
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1326026652765
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1326026652765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026666781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026668156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1326026668187
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326026672609
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326026672687
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326026681265
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326026686078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026686921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026689656
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326026691203
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326026691203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026693781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026717781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026717875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026718890
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326026718968
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1326026720468
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1326026720484
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1326026720515
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1326026720546
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1326026720593
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1326026720625
stopped,bundle,oracle.eclipse.tools.glassfish,3.1.1.201009290929,"oracle.eclipse.tools.glassfish",1326026720656
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1326026720656
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1326026720718
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1326026720765
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1326026720796
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1326026720796
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1326026720875
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1326026720875
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1326026720890
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1326026720921
stopped,bundle,org.eclipse.birt.report.debug.ui,2.6.1.v20100902,"org.eclipse.birt.report.debug.ui",1326026720921
stopped,bundle,org.eclipse.birt.chart.reportitem.ui,2.6.1.v20100909,"org.eclipse.birt.chart.reportitem.ui",1326026720953
stopped,bundle,org.eclipse.birt.report.item.crosstab.ui,2.6.1.v20100914,"org.eclipse.birt.report.item.crosstab.ui",1326026720968
stopped,bundle,org.eclipse.birt.report.designer.ui.ide,2.6.1.v20100902,"org.eclipse.birt.report.designer.ui.ide",1326026720968
