what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326038306328
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038306328
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326038308484
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326038310546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038311593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038316843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038319218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038345093
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326038345156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038354140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038367593
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038370640
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326038374656
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038374984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038386828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038409515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326038412328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326038414234
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326038415281
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1326038422562
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1326038423437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326038424078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1326038424296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326038425578
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326038434609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326038436640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326038437390
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326038442531
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038442937
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038443015
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038447015
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326038447015
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326038448718
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326038455875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038458250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038949500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038950406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326038963421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039081625
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039083656
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039083687
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039083687
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326039084796
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.layout.LayoutEditor",1326039086343
activated,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1326039087093
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039088093
closed,editor,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1326039088093
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039090250
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039090250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326039101671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326039101843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326039102031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326039102234
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326039106671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039111796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039113796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039336343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039349640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039361156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039368906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039370640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326039376484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326039377609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039382234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039393625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039395250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039494796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039499703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039502500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039503125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039512343
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326039521781
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326039525546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039528343
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326039540859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039543734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039549140
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039549234
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039549312
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039550671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039556562
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039560640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039561609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039566640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326039567984
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039568578
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326039569859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039570796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039571687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039572718
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326039573390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039574140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039575062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039590453
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326039592515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039637406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039639593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039641859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039653078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039663296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039685640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039686500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326039686859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326039689265
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326039691875
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326039693328
