what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040627937
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326040629625
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040630062
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040630187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040633843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040634937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040643656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040645984
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1326040648000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326040649234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040662765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040663187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040666046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040667171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040673859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040675109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040676062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040696750
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040700781
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040700781
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326040710609
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040712328
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040712390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040716750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040723875
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040724828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326040729156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040730718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326040733000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040734625
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326040736031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1326040739828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040747312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040750359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040756187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040757343
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1326040760609
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1326040763562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040764296
activated,view,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms.views.LogCatView",1326040790640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040797906
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326040797937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040805671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040806781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040812937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1326040823593
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040825890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1326040829171
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326040830078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326040835187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040837015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1326040839359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1326040840187
